steps,profiled_steps,batch,k,input_dim,output_dim,mean runtime_jit (ms),mean runtime_nojit (ms),mean runtime_full (ms)
1000,0,2048,64,512,1024,0.461760014295578,0.46672001481056213,1.0326080322265625
1000,0,2048,64,512,2048,0.7422720193862915,0.6410239934921265,1.8484480381011963
1000,0,2048,64,1024,64,0.379040002822876,0.4188480079174042,0.21062399446964264
1000,0,2048,64,1024,128,0.4583039879798889,0.5656639933586121,0.306335985660553
1000,0,2048,64,1024,256,0.4569920003414154,0.5502719879150391,0.5447999835014343
1000,0,2048,64,1024,512,0.4153920114040375,0.4453760087490082,1.100000023841858
1000,0,2048,64,1024,1024,0.49190399050712585,0.5092480182647705,2.0460479259490967
1000,0,2048,64,1024,2048,0.6509119868278503,0.6801279783248901,3.9435839653015137
1000,0,2048,64,2048,64,0.49638399481773376,0.5357760190963745,0.3221440017223358
1000,0,2048,64,2048,128,0.5310080051422119,0.5557119846343994,0.5119360089302063
1000,0,2048,64,2048,256,0.48659199476242065,0.523904025554657,1.000704050064087
1000,0,2048,64,2048,512,0.5530239939689636,0.5656960010528564,1.8684159517288208
1000,0,2048,64,2048,1024,0.6666240096092224,0.68886399269104,3.6691200733184814
1000,0,2048,64,2048,2048,0.9114879965782166,0.9397760033607483,6.763552188873291
1000,0,2048,256,256,64,0.4812160134315491,0.5509759783744812,0.15913599729537964
1000,0,2048,256,256,128,0.4837439954280853,0.5334720015525818,0.1536320000886917
1000,0,2048,256,256,256,0.44646400213241577,0.4454079866409302,0.1945600062608719
1000,0,2048,256,256,512,0.5811200141906738,0.5737599730491638,0.30671998858451843
1000,0,2048,256,256,1024,0.8664960265159607,0.8468160033226013,0.5411520004272461
1000,0,2048,256,256,2048,1.3332799673080444,1.3640639781951904,0.9758719801902771
1000,0,2048,256,512,64,0.5335680246353149,0.5665280222892761,0.1615999937057495
1000,0,2048,256,512,128,0.7722240090370178,0.8070399761199951,0.20150400698184967
1000,0,2048,256,512,256,0.48105600476264954,0.5542719960212708,0.31119999289512634
1000,0,2048,256,512,512,0.6079040169715881,0.5953919887542725,0.532480001449585
1000,0,2048,256,512,1024,0.871392011642456,0.8743360042572021,1.0708800554275513
1000,0,2048,256,512,2048,1.3848960399627686,1.3979840278625488,1.8456640243530273
1000,0,2048,256,1024,64,0.4830720126628876,0.48585599660873413,0.21488000452518463
1000,0,2048,256,1024,128,0.565887987613678,0.5549439787864685,0.3109759986400604
1000,0,2048,256,1024,256,0.5265920162200928,0.5321279764175415,0.5405120253562927
1000,0,2048,256,1024,512,1.006592035293579,0.7257599830627441,1.090175986289978
1000,0,2048,256,1024,1024,0.9912319779396057,0.9618880152702332,2.062623977661133
1000,0,2048,256,1024,2048,1.4775680303573608,1.5105279684066772,3.9577600955963135
1000,0,2048,256,2048,64,0.6254400014877319,0.643775999546051,0.31350401043891907
1000,0,2048,256,2048,128,0.6956160068511963,0.7153279781341553,0.5301120281219482
1000,0,2048,256,2048,256,0.7086079716682434,0.7131519913673401,1.0021120309829712
1000,0,2048,256,2048,512,0.8406400084495544,0.8490239977836609,1.8651200532913208
1000,0,2048,256,2048,1024,1.1508159637451172,1.183616042137146,3.628704071044922
1000,0,2048,256,2048,2048,1.7895679473876953,1.8149759769439697,6.772031784057617
