layer_type,fp16,LR,d_model (encoder_embed_dim),d_ffn (encoder_ffn_embed_dim),n_heads (encoder_attention_heads),d_head (encoder_head_dim),n_layers (encoder_layers),d_model (decoder_embed_dim),d_ffn (decoder_ffn_embed_dim),n_heads (decoder_attention_heads),d_head (decoder_head_dim),n_layers (decoder_layers),Total Params (formula) (no bias or LayerNorm params),dropout,batch size (max-tokens),trainable params (fairseq log),application_id,experiment,BEST_BLEU_VAL_EPOCH_10,BEST_BLEU_VAL_EPOCH_20,BEST_BLEU_VAL_EPOCH_30,BEST_BLEU_VAL_EPOCH_120,BEST_LOSS_VAL_EPOCH_10,BEST_LOSS_VAL_EPOCH_20,BEST_LOSS_VAL_EPOCH_30,BEST_LOSS_VAL_EPOCH_120,BEST_LOSS_TRAIN_EPOCH_10,BEST_LOSS_TRAIN_EPOCH_20,BEST_LOSS_TRAIN_EPOCH_30,BEST_LOSS_TRAIN_EPOCH_-1,philly_compute_tim,epoch 1,epoch 2,epoch 3,epoch 4,epoch 30,Median
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,1,512,1024,4,128,1,4530176,0.3,8192,runnumber_1,1583898264103_235328,d1eb696b,22.87000084,27.37999916,28.35000038,30.14999962,5.089000225,4.708000183,4.611000061,4.477000237,4.974999905,4.495999813,4.324999809,3.96600008,,16.488,33.669,15.717,19.067,18.129,18.129
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,2,512,1024,4,128,2,4530176,0.3,8192,runnumber_0,1583898264103_235408,d1eb696b,26.73999977,29.95000076,31,33.06999969,4.688000202,4.357999802,4.260000229,4.130000114,4.696000099,4.162000179,3.967999935,3.546000004,,24.252,23.597,23.674,23.504,23.452,23.597
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,2,512,1024,4,128,2,4530176,0.3,8192,runnumber_1,1583898264103_235367,d1eb696b,26.73999977,29.85000038,31.02000046,32.90000153,4.688000202,4.361999989,4.258999825,4.129000187,4.696000099,4.162000179,3.967999935,3.545000076,,24.613,23.695,24.188,24.201,23.955,24.188
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,3,512,1024,4,128,3,4530176,0.3,8192,runnumber_0,1583898264103_235277,d1eb696b,28.12000084,31.37999916,32.66999817,33.66999817,4.53000021,4.168000221,4.092000008,4.03399992,4.526000023,3.930000067,3.736999989,3.299000025,,33.729,32.601,32.591,32.559,32.182,32.591
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,3,512,1024,4,128,3,4530176,0.3,8192,runnumber_1,1583898264103_235392,d1eb696b,28.21999931,31.04999924,32.56000137,33.61000061,4.472000122,4.197999954,4.097000122,4.040999889,4.527999878,3.957999945,3.752000093,3.299999952,,32.87,65.159,31.785,32.252,32.39,32.39
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,4,512,1024,4,128,4,4530176,0.3,8192,runnumber_0,1583898264103_235303,d1eb696b,28.90999985,31.64999962,33.25,33.95999908,4.375999928,4.112999916,4.019000053,3.992000103,4.440999985,3.844000101,3.625,3.131000042,,41.789,83.511,40.338,40.72,40.457,40.72
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,4,512,1024,4,128,4,4530176,0.3,8192,runnumber_1,1583898264103_235319,d1eb696b,28.53000069,31.80999947,33.38999939,34.11999893,4.443999767,4.112999916,4.015999794,3.982000113,4.440000057,3.842000008,3.622999907,3.130000114,,41.188,40.897,40.599,40.53,40.98,40.897
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,5,512,1024,4,128,5,4530176,0.3,8192,runnumber_0,1583898264103_235443,d1eb696b,29.06999969,32.22999954,33.36999893,34.22000122,4.364999771,4.063000202,4.000999928,3.984999895,4.359000206,3.759000063,3.530999899,3.256999969,,50.103,100.281,48.699,48.907,48.787,48.907
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,5,512,1024,4,128,5,4530176,0.3,8192,runnumber_1,1583898264103_235347,d1eb696b,29.12999916,32.34999847,33.52000046,34.27000046,4.366000175,4.059999943,4.004000187,3.980999947,4.354000092,3.757999897,3.530999899,3.000999928,,53.091,52.17,51.784,52.211,52.189,52.189
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,6,512,1024,4,128,6,4530176,0.3,8192,runnumber_0,1583898264103_235425,d1eb696b,29.38999939,32.18000031,33.45000076,34.20000076,4.34800005,4.041999817,3.987999916,3.969000101,4.337999821,3.714999914,3.469000101,2.891000032,,58.492,57.737,57.401,57.364,57.593,57.593
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,6,512,1024,4,128,6,4530176,0.3,8192,runnumber_1,1583898264103_235295,d1eb696b,29.38999939,32.18000031,33.45000076,34.20000076,4.34800005,4.041999817,3.987999916,3.969000101,4.337999821,3.714999914,3.469000101,2.891000032,,58.147,58.174,61.333,61.032,59.914,59.914
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,7,512,1024,4,128,7,4530176,0.3,8192,runnumber_0,1583898264103_235444,d1eb696b,29.73999977,32.65999985,33.75,34,4.255000114,4.015999794,3.963999987,3.963999987,4.28000021,3.650000095,3.398999929,2.788000107,,67.091,133.877,65.689,66.274,68.417,67.091
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,7,512,1024,4,128,7,4530176,0.3,8192,runnumber_1,1583898264103_235322,d1eb696b,29.45999908,32.65999985,33.5,34.11999893,4.30700016,4.007999897,3.979000092,3.964999914,4.287000179,3.66899991,3.400000095,2.905999899,,68.085,65.78,65.774,134.421,65.446,65.78
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,8,512,1024,4,128,8,4530176,0.3,8192,runnumber_0,1583898264103_235383,d1eb696b,30.10000038,33.09999847,33.91999817,34.22999954,4.243999958,3.990999937,3.96600008,3.95600009,4.212999821,3.589999914,3.328999996,2.688999891,,75.323,74.249,74.506,74.582,74.343,74.506
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,8,512,1024,4,128,8,4530176,0.3,8192,runnumber_1,1583898264103_235341,d1eb696b,30.10000038,33.09999847,33.86000061,34.18999863,4.243999958,3.990999937,3.967999935,3.95600009,4.212999821,3.589999914,3.328999996,2.688999891,,74.798,74.395,75.511,73.942,75.926,74.798
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,9,512,1024,4,128,9,4530176,0.3,8192,runnumber_0,1583898264103_235323,d1eb696b,30.35000038,33.13999939,33.83000183,33.99000168,4.227000237,3.976999998,3.960000038,3.960000038,4.193999767,3.552000046,3.279999971,2.602999926,,83.206,82.439,82.176,82.456,82.936,82.456
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,9,512,1024,4,128,9,4530176,0.3,8192,runnumber_1,1583898264103_235366,d1eb696b,30.35000038,33.13999939,33.83000183,33.99000168,4.227000237,3.976999998,3.960000038,3.960000038,4.193999767,3.552000046,3.279999971,2.601999998,,83.298,81.911,81.901,82.186,82.354,82.186
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,10,512,1024,4,128,10,4530176,0.3,8192,runnumber_0,1583898264103_235309,d1eb696b,30.64999962,33.33000183,34.02999878,34.02999878,4.156000137,3.963000059,3.946000099,3.946000099,4.05700016,3.480000019,3.213999987,2.528000116,,96.21,94.924,186.607,91.307,90.088,94.924
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,10,512,1024,4,128,10,4530176,0.3,8192,runnumber_1,1583898264103_235434,d1eb696b,30.01000023,33.31999969,33.97000122,34.06000137,4.208000183,3.959000111,3.944000006,3.944000006,4.169000149,3.513999939,3.230999947,2.528000116,,92.808,91.458,91.484,91.678,91.21,91.484
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,20,512,1024,4,128,20,4530176,0.3,8192,runnumber_0,1583898264103_235398,d1eb696b,30,33.49000168,33.70000076,33.70000076,4.190000057,3.934999943,3.934999943,3.934999943,4.169000149,3.352999926,2.96600008,2.145999908,,180.337,176.13,176.424,174.395,176.323,176.323
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,20,512,1024,4,128,20,4530176,0.3,8192,runnumber_1,1583898264103_235436,d1eb696b,30,33.41999817,33.68999863,33.68999863,4.19299984,3.938999891,3.936000109,3.936000109,4.168000221,3.354000092,2.96600008,2.145999908,,177.408,175.888,174.62,174.887,177.756,175.888
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,30,512,1024,4,128,30,4530176,0.3,8192,runnumber_0,1583898264103_235369,d1eb696b,27.94000053,32.52000046,32.79999924,32.79999924,4.342000008,3.98300004,3.98300004,3.98300004,4.215000153,3.319999933,2.867000103,2.174000025,,261.425,259.754,520.562,260.498,260.783,260.783
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,30,512,1024,4,128,30,4530176,0.3,8192,runnumber_1,1583898264103_235270,d1eb696b,25.60000038,32.31000137,33.02999878,33.02999878,4.527999878,3.996000051,3.976000071,3.976000071,4.414000034,3.38499999,2.868999958,2.03399992,,,,,,,
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,1,256,512,4,64,1,2265088,0.3,8192,runnumber_0,1583898264103_235290,d1eb696b,20.92000008,23.53000069,24.43000031,26.44000053,5.282999992,5.046999931,4.971000195,4.815000057,5.510000229,5.092000008,4.945000172,4.679999828,,13.132,12.643,12.408,12.444,12.284,12.444
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,1,256,512,4,64,1,2265088,0.3,8192,runnumber_1,1583898264103_235298,d1eb696b,20.92000008,23.29999924,24.45000076,26.54000092,5.282999992,5.051000118,4.978000164,4.787000179,5.46999979,5.073999882,4.934000015,4.681000233,,13.176,12.33,12.262,12.313,14.56,12.33
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,2,256,512,4,64,2,2265088,0.3,8192,runnumber_0,1583898264103_235375,d1eb696b,22.79999924,25.95999908,28.17000008,30.67000008,5.056000233,4.735000134,4.532999992,4.303999901,5.269000053,4.749000072,4.561999798,4.204999924,,19.628,39.28,19.006,18.866,19.026,19.026
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,2,256,512,4,64,2,2265088,0.3,8192,runnumber_1,1583898264103_235287,d1eb696b,23.01000023,26.45000076,27.98999977,30.51000023,5.073999882,4.712999821,4.527999878,4.296000004,5.269000053,4.748000145,4.559000015,4.205999851,,20.029,20.158,19.389,20.009,19.389,20.009
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,3,256,512,4,64,3,2265088,0.3,8192,runnumber_0,1583898264103_235431,d1eb696b,23.84000015,27.98999977,29.30999947,31.95000076,4.965000153,4.511000156,4.381000042,4.147999763,5.15500021,4.521999836,4.333000183,3.994999886,,26.898,26.472,25.162,26.372,26.036,26.372
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,3,256,512,4,64,3,2265088,0.3,8192,runnumber_1,1583898264103_235282,d1eb696b,23.84000015,27.98999977,29.30999947,32.08000183,4.965000153,4.511000156,4.381000042,4.144999981,5.15500021,4.521999836,4.333000183,3.994999886,,,,,,,
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,4,256,512,4,64,4,2265088,0.3,8192,runnumber_0,1583898264103_235259,d1eb696b,25.07999992,28.93000031,30.46999931,32.63000107,4.796999931,4.397999763,4.243000031,4.068999767,5.032000065,4.413000107,4.227000237,3.861000061,,34.255,32.794,32.921,32.631,32.529,32.794
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,4,256,512,4,64,4,2265088,0.3,8192,runnumber_1,1583898264103_235300,d1eb696b,24.75,29.17000008,30.23999977,32.75999832,4.808000088,4.388000011,4.28399992,4.05700016,5.037000179,4.412000179,4.221000195,3.861999989,,33.746,67.09,32.001,31.926,31.881,32.001
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,5,256,512,4,64,5,2265088,0.3,8192,runnumber_0,1583898264103_235409,d1eb696b,25.12999916,29.35000038,31.20000076,33.36999893,4.695000172,4.34499979,4.183000088,4.006999969,4.984000206,4.342999935,4.137000084,3.760999918,,39.255,37.785,77.113,39.002,38.735,39.002
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,5,256,512,4,64,5,2265088,0.3,8192,runnumber_1,1583898264103_235292,d1eb696b,25.12999916,29.81999969,31.26000023,33.34000015,4.695000172,4.284999847,4.191999912,4.002999783,4.984000206,4.343999863,4.138000011,3.75999999,,38.93,38.086,76.854,38.843,42.229,38.93
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,6,256,512,4,64,6,2265088,0.3,8192,runnumber_0,1583898264103_235387,d1eb696b,25.26000023,29.38999939,31.63999939,33.5,4.690999985,4.320000172,4.151000023,3.980000019,5.007999897,4.31099987,4.086999893,3.678999901,,48.025,93.134,45.017,43.768,43.984,45.017
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,6,256,512,4,64,6,2265088,0.3,8192,runnumber_1,1583898264103_235302,d1eb696b,24.47999954,29.79999924,30.97999954,33.66999817,4.758999825,4.301000118,4.177999973,3.967999935,5.004000187,4.303999901,4.085000038,3.686000109,,44.638,44.036,44.222,43.806,43.999,44.036
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,7,256,512,4,64,7,2265088,0.3,8192,runnumber_0,1583898264103_235314,d1eb696b,25.29000092,30.39999962,31.92000008,34.04999924,4.651000023,4.238999844,4.126999855,3.938999891,5.052000046,4.304999828,4.066999912,3.622999907,,51.762,51.551,106.545,51.513,53.965,51.762
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,7,256,512,4,64,7,2265088,0.3,8192,runnumber_1,1583898264103_235435,d1eb696b,23.76000023,29.57999992,31.07999992,33.95000076,4.797999859,4.294000149,4.152999878,3.938999891,5.063000202,4.308000088,4.065000057,3.625,,51.7,53.215,52.033,51.134,51.041,51.7
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,8,256,512,4,64,8,2265088,0.3,8192,runnumber_0,1583898264103_235274,d1eb696b,23.40999985,29.52000046,31.25,34.06000137,4.81400013,4.28399992,4.136000156,3.938999891,5.092000008,4.297999859,4.046999931,3.58100009,,60.16,59.319,58.869,58.576,56.988,58.869
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,8,256,512,4,64,8,2265088,0.3,8192,runnumber_1,1583898264103_235352,d1eb696b,23.40999985,29.36000061,31.21999931,34.11000061,4.81400013,4.290999889,4.137000084,3.933000088,5.092000008,4.300000191,4.046999931,3.58100009,,59.828,57.729,57.632,56.893,60.223,57.729
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,9,256,512,4,64,9,2265088,0.3,8192,runnumber_0,1583898264103_235395,d1eb696b,20.97999954,29.22999954,32.02999878,34.22999954,4.928999901,4.287000179,4.086999893,3.927000046,5.132999897,4.287000179,4.021999836,3.529000044,,67.168,66.864,66.887,67.534,65.529,66.887
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,9,256,512,4,64,9,2265088,0.3,8192,runnumber_1,1583898264103_235317,d1eb696b,21.81999969,29.03000069,31.43000031,34.15999985,4.885000229,4.301000118,4.131000042,3.927999973,5.131999969,4.28399992,4.019000053,3.528000116,,72.367,63.498,62.433,63.661,63.019,63.498
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,10,256,512,4,64,10,2265088,0.3,8192,runnumber_0,1583898264103_235391,d1eb696b,21.90999985,28.85000038,30.96999931,34.20999908,4.894999981,4.294000149,4.138000011,3.924999952,5.144999981,4.287000179,4.008999825,3.492000103,,70.043,71.249,70.839,71.167,69.98,70.839
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,10,256,512,4,64,10,2265088,0.3,8192,runnumber_1,1583898264103_235348,d1eb696b,21.90999985,29.09000015,31.39999962,34.11999893,4.894999981,4.28399992,4.110000134,3.924000025,5.144999981,4.28399992,4.007999897,3.492000103,,74.101,73.207,73.693,73.862,69.597,73.693
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,20,256,512,4,64,20,2265088,0.3,8192,runnumber_0,1583898264103_235379,d1eb696b,14.85999966,26.72999954,30.28000069,33.72000122,5.350999832,4.43900013,4.172999859,3.964999914,5.612999916,4.434999943,4.038000107,3.244999886,,137.082,136.647,136.644,136.82,135.734,136.647
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,20,256,512,4,64,20,2265088,0.3,8192,runnumber_1,1583898264103_235305,d1eb696b,16.10000038,27.70999908,30.64999962,33.84000015,5.288000107,4.355000019,4.138999939,3.947999954,5.561999798,4.376999855,3.993999958,3.227999926,,143.816,280.841,137.293,135.654,136.4,137.293
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,30,256,512,4,64,30,2265088,0.3,8192,runnumber_0,1583898264103_235324,d1eb696b,8.869999886,25.02000046,29.04000092,32.65000153,5.769000053,4.527999878,4.212999821,4.046000004,5.96999979,4.467000008,4.012000084,3.088000059,,202.135,198.818,199.374,200.679,200.335,200.335
crs_--strategy_single_norm__k_64,fp16,0.000707,256,512,4,64,30,256,512,4,64,30,2265088,0.3,8192,runnumber_1,1583898264103_235345,d1eb696b,12.71000004,25.79999924,29.37000084,32.43000031,5.5,4.460000038,4.198999882,4.061999798,5.982999802,4.475999832,3.99000001,3.092999935,,205.605,204.327,204.353,204.117,200.583,204.327
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,1,512,1024,4,128,1,4530176,0.3,8192,runnumber_0,1583898264103_235266,d1eb696b,23.81999969,27.04000092,28.31999969,30.03000069,5.046000004,4.734000206,4.638999939,4.505000114,5.000999928,4.521999836,4.348999977,4,,,,,,,
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,1,512,1024,4,128,1,4530176,0.3,8192,runnumber_1,1583898264103_235297,d1eb696b,23.81999969,27.04000092,28.31999969,30.03000069,5.046000004,4.734000206,4.638999939,4.505000114,5.000999928,4.521999836,4.348999977,4,,16.386,15.055,15.076,15.096,15.028,15.076
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,2,512,1024,4,128,2,4530176,0.3,8192,runnumber_0,1583898264103_235296,d1eb696b,26.34000015,30.02000046,30.64999962,32.33000183,4.737999916,4.406000137,4.322000027,4.191999912,4.722000122,4.19299984,4.000999928,3.595999956,,24.281,23.223,23.207,23.215,23.968,23.223
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,2,512,1024,4,128,2,4530176,0.3,8192,runnumber_1,1583898264103_235388,d1eb696b,24.42000008,29.10000038,30.70000076,32.06999969,4.948999882,4.44299984,4.321000099,4.196000099,4.721000195,4.193999767,4.002999783,3.598999977,,33.092,58.595,25.595,23.455,23.304,25.595
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,3,512,1024,4,128,3,4530176,0.3,8192,runnumber_0,1583898264103_235260,d1eb696b,27.79999924,30.82999992,31.65999985,33.29999924,4.578999996,4.243999958,4.163000107,4.078000069,4.56099987,3.986000061,3.780999899,3.345999956,,32.842,31.807,32.176,32.131,32.054,32.131
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,3,512,1024,4,128,3,4530176,0.3,8192,runnumber_1,1583898264103_235335,d1eb696b,27.79999924,30.82999992,31.65999985,33.16999817,4.578999996,4.243999958,4.163000107,4.079999924,4.56099987,3.986000061,3.780999899,3.345999956,,37.008,32.936,32.204,32.151,31.921,32.204
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,4,512,1024,4,128,4,4530176,0.3,8192,runnumber_0,1583898264103_235265,d1eb696b,28.15999985,31.23999977,32.90999985,33.43000031,4.465000153,4.165999889,4.068999767,4.037000179,4.372000217,3.857000113,3.654000044,3.190000057,,,,,,,
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,4,512,1024,4,128,4,4530176,0.3,8192,runnumber_1,1583898264103_235289,d1eb696b,28.51000023,31.25,32.54999924,33.54000092,4.434999943,4.169000149,4.072999954,4.039999962,4.375,3.855000019,3.655999899,3.188999891,,40.82,39.903,40.025,40.373,40.128,40.128
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,5,512,1024,4,128,5,4530176,0.3,8192,runnumber_0,1583898264103_235357,d1eb696b,28.32999992,31.82999992,32.88999939,33.84000015,4.421999931,4.117000103,4.050000191,4.019000053,4.407000065,3.798000097,3.572000027,3.056999922,,49.718,49.146,49.037,49.126,49.204,49.146
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,5,512,1024,4,128,5,4530176,0.3,8192,runnumber_1,1583898264103_235325,d1eb696b,28.34000015,31.81999969,33.04999924,33.79999924,4.421999931,4.122000217,4.053999901,4.013999939,4.406000137,3.798000097,3.572999954,3.058000088,,49.997,48.996,101.364,51.614,49.402,49.997
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,6,512,1024,4,128,6,4530176,0.3,8192,runnumber_0,1583898264103_235310,d1eb696b,29.23999977,32.20000076,33.22000122,33.75,4.353000164,4.068999767,4.020999908,4.008999825,4.326000214,3.700999975,3.48300004,2.946000099,,58.909,117.463,57.566,56.865,56.546,57.566
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,6,512,1024,4,128,6,4530176,0.3,8192,runnumber_1,1583898264103_235437,d1eb696b,29.01000023,32.15000153,33.04000092,33.74000168,4.361999989,4.065000057,4.020999908,4.004000187,4.324999809,3.732000113,3.497999907,2.947999954,,58.171,56.811,56.355,57.006,56.714,56.811
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,7,512,1024,4,128,7,4530176,0.3,8192,runnumber_0,1583898264103_235258,d1eb696b,28.95999908,32.15999985,33.31999969,33.52999878,4.355999947,4.06400013,4.012000084,4.010000229,4.322000027,3.687000036,3.440999985,2.851000071,,94.638,121.025,65.528,66.029,66.993,66.993
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,7,512,1024,4,128,7,4530176,0.3,8192,runnumber_1,1583898264103_235267,d1eb696b,28.95999908,32.20999908,33.25999832,33.59999847,4.355999947,4.061999798,4.018000126,4.010000229,4.322000027,3.687000036,3.440000057,2.851999998,,,,,,,
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,8,512,1024,4,128,8,4530176,0.3,8192,runnumber_0,1583898264103_235272,d1eb696b,29.54999924,32.18999863,33.31000137,33.59999847,4.295000076,4.046000004,4.007999897,4.006000042,4.197999954,3.588000059,3.346999884,2.749000072,,73.495,72.651,72.524,72.61,73.267,72.651
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,8,512,1024,4,128,8,4530176,0.3,8192,runnumber_1,1583898264103_235438,d1eb696b,29.54999924,32.38999939,33.25,33.59000015,4.295000076,4.045000076,4.002999783,4.000999928,4.254000187,3.621000051,3.365999937,2.749000072,,75.046,73.93,74.206,74.03,73.924,74.03
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,9,512,1024,4,128,9,4530176,0.3,8192,runnumber_0,1583898264103_235262,d1eb696b,29.70999908,32.49000168,33.41999817,33.68999863,4.272999763,4.024000168,3.994999886,3.994999886,4.205999851,3.598999977,3.318000078,2.667000055,,90.343,86.68,88.136,86.875,82.13,86.875
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,9,512,1024,4,128,9,4530176,0.3,8192,runnumber_1,1583898264103_235382,d1eb696b,29.70999908,32.63000107,33.66999817,33.66999817,4.272999763,4.025000095,3.993999958,3.993999958,4.205999851,3.582000017,3.319000006,2.667000055,,83.202,82.687,82.281,81.965,80.515,82.281
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,10,512,1024,4,128,10,4530176,0.3,8192,runnumber_0,1583898264103_235337,d1eb696b,29.85000038,32.63000107,33.59999847,33.59999847,4.225999832,4.027999878,4.000999928,4.000999928,4.086999893,3.519999981,3.263999939,2.602999926,,,185.372,89.744,89.23,90.794,90.269
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,10,512,1024,4,128,10,4530176,0.3,8192,runnumber_1,1583898264103_235372,d1eb696b,29.39999962,32.52000046,33.27999878,33.54000092,4.263000011,4.021999836,4.000999928,4.000999928,4.089000225,3.520999908,3.265000105,2.604000092,,91.429,182.307,90.735,89.716,89.861,90.735
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,20,512,1024,4,128,20,4530176,0.3,8192,runnumber_0,1583898264103_235442,d1eb696b,29.86000061,33.13999939,33.5,33.5,4.203000069,3.967000008,3.967000008,3.967000008,4.176000118,3.358999968,2.98300004,2.180000067,,173.278,171.479,171.498,171.597,171.845,171.597
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,20,512,1024,4,128,20,4530176,0.3,8192,runnumber_1,1583898264103_235371,d1eb696b,29.86000061,33.13999939,33.5,33.5,4.203000069,3.967000008,3.967000008,3.967000008,4.176000118,3.358999968,2.98300004,2.180000067,,172.91,171.44,171.112,171.339,171.285,171.339
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,30,512,1024,4,128,30,4530176,0.3,8192,runnumber_0,1583898264103_235377,d1eb696b,28.06999969,32.61000061,32.95999908,32.95999908,4.340000153,3.996999979,3.996999979,3.996999979,4.386000156,3.387000084,2.920000076,2.059000015,,258.903,259.776,261.494,260.607,258.204,259.776
crs_--strategy_single_norm__k_64,fp16,0.0005,512,1024,4,128,30,512,1024,4,128,30,4530176,0.3,8192,runnumber_1,1583898264103_235257,d1eb696b,25.65999985,32.09000015,32.88000107,32.88000107,4.510000229,4,3.993999958,3.993999958,4.211999893,3.26699996,2.846999884,2.059000015,,310.007,340.858,477.18,,260.353,325.4325
crs_--strategy_single_norm__k_256,fp16,0.000707,256,512,4,64,1,256,512,4,64,1,2265088,0.3,8192,runnumber_0,1583898264103_235445,d1eb696b,20.30999947,24.30999947,25.67000008,27.45000076,5.346000195,4.991000175,4.889999866,4.684000015,5.488999844,5.039999962,4.890999794,4.626999855,,13.095,12.726,26.104,12.664,13.519,13.095
crs_--strategy_single_norm__k_256,fp16,0.000707,256,512,4,64,1,256,512,4,64,1,2265088,0.3,8192,runnumber_1,1583898264103_235334,d1eb696b,20.30999947,24.38999939,25.61000061,27.53000069,5.342999935,4.979000092,4.881000042,4.684000015,5.488999844,5.035999775,4.888999939,4.626999855,,16.917,16.121,15.659,14.849,15.003,15.659
crs_--strategy_single_norm__k_256,fp16,0.000707,256,512,4,64,2,256,512,4,64,2,2265088,0.3,8192,runnumber_0,1583898264103_235404,d1eb696b,23.54000092,27.59000015,29.29000092,31.54999924,4.968999863,4.598999977,4.452000141,4.223999977,5.230999947,4.68599987,4.5,4.140999794,,19.922,19.523,38.552,18.893,18.783,19.523
crs_--strategy_single_norm__k_256,fp16,0.000707,256,512,4,64,2,256,512,4,64,2,2265088,0.3,8192,runnumber_1,1583898264103_235331,d1eb696b,22.90999985,27.54000092,28.87000084,31.56999969,5.021999836,4.593999863,4.480000019,4.228000164,5.231999874,4.684000015,4.5,4.149000168,,20.835,20.059,20.149,19.779,19.911,20.059
crs_--strategy_single_norm__k_256,fp16,0.000707,256,512,4,64,3,256,512,4,64,3,2265088,0.3,8192,runnumber_0,1583898264103_235390,d1eb696b,24.12000084,28.82999992,30.40999985,32.84999847,4.888999939,4.416999817,4.284999847,4.061999798,5.114999771,4.467999935,4.265999794,3.915999889,,26.685,25.099,25.321,25.446,25.546,25.446
